Time,Objective Value
0.020349502563476562,14652.6
0.020453453063964844,14652.6
0.03570413589477539,14652.6
0.058737993240356445,7003.6
0.0637056827545166,7003.6
0.06803178787231445,6320.6
0.06960296630859375,6309.6
0.07945919036865234,6309.6
0.08459782600402832,6190.6
